hour_of_day;weekday;summertime;temp;dew;humidity;precip;snowdepth;windspeed;cloudcover;visibility;increase_stock;day_of_week_0;day_of_week_1;day_of_week_2;day_of_week_3;day_of_week_4;day_of_week_5;day_of_week_6;month_1;month_2;month_3;month_4;month_5;month_6;month_7;month_8;month_9;month_10;month_11;month_12;day_afternoon_night_0;day_afternoon_night_1;day_afternoon_night_2
-0.9169416457073051;0;0;-2.4188703018341817;-2.269071258312911;-0.5371150743939398;-0.1325678006755875;-0.10140727905749773;0.41480526384346783;-0.9991909850138136;0.2822501210391954;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1.3857566209306202;1;0;-1.782050320817778;-2.049651820787185;-1.2032779045548676;-0.1325678006755875;-0.10140727905749773;1.3946094612670432;0.6527744450396996;0.2822501210391954;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1.3857566209306202;1;1;1.261733317260625;1.4012175148446826;0.49593523107198345;-0.1325678006755875;-0.10140727905749773;-1.6866168964202535;0.5123115803771086;0.2822501210391954;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
-1.4926162123667863;0;0;-1.307133724805545;-1.1719740706842823;-0.2194953457727578;-0.1325678006755875;-0.10140727905749773;0.7886779181235162;-1.9641097944350894;0.2822501210391954;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
0.8100820542711389;1;0;-0.3788876507816347;-1.9100212696344507;-2.369980076024753;-0.1325678006755875;-0.10140727905749773;-0.3329400447166294;-0.6022307153151876;0.2822501210391954;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
0.8100820542711389;1;1;1.2833204352611816;0.5035925431485321;-1.2027537795901462;-0.1325678006755875;-0.10140727905749773;0.06671693054825005;0.5184186614493953;0.2822501210391954;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
1.24183797926575;1;1;1.6934756772717463;1.65055778476028;0.19823225111021528;-0.1325678006755875;-0.10140727905749773;0.9304916835400866;-0.42817890475502085;0.2822501210391954;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
-1.6365348540316567;1;0;-1.1128496628005404;-0.9425810223619326;-0.07693335536853102;-0.1325678006755875;-0.10140727905749773;1.085197609449072;1.0894307417081883;0.2822501210391954;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
0.9540006959360092;1;0;0.14999674023198878;0.6033286511147711;1.02897032019367;-0.1325678006755875;-0.10140727905749773;0.6468641527069463;0.7504877421962846;0.2822501210391954;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
-0.6291043623775644;0;0;-2.1274442088266747;-1.9898101560074417;-0.4605928295446121;-0.1325678006755875;-0.10140727905749773;-0.08798899536073547;-1.2190459036161296;0.2822501210391954;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
-0.6291043623775644;1;1;0.3766614792378271;0.7230119806742578;0.7763420871979441;-0.1325678006755875;-0.10140727905749773;-0.5005381311180306;-0.553374066736895;0.2822501210391954;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
1.673593904260361;0;1;-0.1846035887766302;-0.5635838120902248;-0.9338776726880564;-0.1325678006755875;-0.10140727905749773;0.14406989350274282;-1.9641097944350894;0.2822501210391954;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
-0.48518572071269406;1;1;0.8623716342503382;1.3912439040480586;1.428353543311394;-0.1325678006755875;-0.10140727905749773;-0.320047884224214;-0.08007528363468701;0.2822501210391954;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
-0.7730230040424347;1;1;1.0350685782547868;1.5109272336075452;1.317763175755173;-0.1325678006755875;-0.10140727905749773;-1.6866168964202535;0.7871302286300036;-0.5784325426976283;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
-0.48518572071269406;0;0;-1.2423723708038767;-1.0024226871416761;0.0619597602826458;-0.1325678006755875;-0.10140727905749773;-0.26847924225455205;0.8726293636420157;0.2822501210391954;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
1.673593904260361;0;0;-1.1560238988016525;-1.4312879513965036;-1.0214065417965341;-0.1325678006755875;-0.10140727905749773;-0.7712735014587554;-1.2190459036161296;0.2822501210391954;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
0.9540006959360092;1;0;-0.508410358784971;-0.8727657467855655;-1.0119722924315484;-0.1325678006755875;-0.10140727905749773;-1.5834796124809298;0.8665222825697291;0.2822501210391954;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
0.6661634126062685;0;0;-1.6417340538141638;-2.049651820787185;-1.3793838927012654;-0.1325678006755875;-0.10140727905749773;0.2214228564572358;-1.9641097944350894;0.2822501210391954;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
1.3857566209306202;1;1;0.8623716342503382;1.341375850064939;1.2873639278013307;-0.1325678006755875;-0.10140727905749773;0.42769742433588304;0.45734785072652967;0.2822501210391954;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
-0.7730230040424347;1;1;0.9703072242531185;1.3912439040480586;1.1689116857742898;-0.1325678006755875;-0.10140727905749773;0.3245601403965594;0.7871302286300036;0.19618185466551333;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
0.3783261292765279;0;1;0.26872588923504687;0.5135661539451559;0.4812597320597836;-0.1325678006755875;-0.10140727905749773;-0.7712735014587554;1.0894307417081883;0.2822501210391954;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
0.8100820542711389;1;1;0.6896746902458901;-0.21450743420838847;-1.5056980091991279;-0.1325678006755875;-0.10140727905749773;0.053824770055834636;-1.2190459036161296;0.2822501210391954;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
-1.6365348540316567;0;0;-0.2601585017785763;0.35398838119917364;1.3759410468392517;-0.1325678006755875;-0.10140727905749773;-0.11377331634556655;1.077216579563615;0.2822501210391954;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1.0979193376008796;1;0;-0.9293591597958141;-0.6234254768699681;0.316684493137257;-0.1325678006755875;-0.10140727905749773;0.8789230415704244;1.0833236606359016;0.2822501210391954;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
1.673593904260361;1;1;0.9163394292517284;1.3314022392683154;1.1379883128557258;-0.1325678006755875;-0.10140727905749773;-0.7454891804739244;0.5123115803771086;0.23921598785235437;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
0.8100820542711389;1;1;0.20396453523337893;0.6531967050978905;1.0284461952289483;-0.1325678006755875;-0.10140727905749773;-1.0033323903222338;1.0894307417081883;0.23921598785235437;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
-0.1973484373829534;1;0;-1.5337984638113835;-1.381419897413384;-0.2441292191146646;-0.1325678006755875;-0.10140727905749773;-1.6866168964202535;-1.1640821739655505;0.2822501210391954;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
0.6661634126062685;1;0;-0.48682324078441497;-0.4937685365138575;-0.3080724648106784;-0.1325678006755875;-0.10140727905749773;-0.7454891804739244;0.9795032824070304;0.2822501210391954;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
-1.4926162123667863;1;1;0.20396453523337893;0.5035925431485321;0.6243458474287321;-0.1325678006755875;-0.10140727905749773;0.6081876712296999;0.45734785072652967;0.2822501210391954;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
